locality,builtup_area_sqft,total_price,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,facing,furnished,property_age,gymnasium,children's_play_area,club_house,lift(s),swimming_pool,landscaped_gardens,rain_water_harvesting,maintenance_staff,jogging_track,sports_facility,car_parking,24_x_7_security,full_power_backup,locality_score,project_score,builder_experience,indoor_games,atm,intercom,school,pincode,multipurpose_room,vaastu_compliant,cafeteria,staff_quarter,hospital,golf_course
Raj Nagar Extension,558.0,500000.0,INR,,1,0,"This plot is situated in Raj Nagar Extension, Ghaziabad. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindon Air Force Station,558.0,500000.0,INR,,1,0,"A plot is available at a prime location in Hindon Air Force Station. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558.0,500000.0,INR,,1,0,"A plot property is available for sale in Raj Nagar Extension, Ghaziabad. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Govindpuram,837.0,3200000.0,INR,1.0,0,0,,1,southeast,0,122,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 3A,1679.0,17500000.0,INR,,0,0,"This 156 meter single story cum plot is beautifully located in Sector 4 Vaishali, Ghaziabad and is reasonably priced at Rs 1.75 Cr. The plot consists of Municipal water water supply and is enclosed with a Brick Wall boundary wall. Its main entrance facing is towards North and it has 1 open side(s) and the width of the road facing the property is 40 feet",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 2A,2228.0,22500000.0,INR,,0,0,"This 207 meter plot is beautifully located in Sector 2A Vaishali, Ghaziabad and is reasonably priced at Rs 2.25 Cr. The plot consists of Municipal water water supply and is enclosed with a Brick Wall boundary wall. Its main entrance facing is towards North and it has 1 open side(s) and the width of the road facing the property is 32 feet",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 2A,969.0,10000000.0,INR,,0,0,"This 90 meter plot is beautifully located in Sector 2 Vaishali, Ghaziabad and is reasonably priced at Rs 1.0 Cr. The plot consists of Municipal water water supply and is enclosed with a Brick Wall boundary wall. Its main entrance facing is towards North and it has 1 open side(s) and the width of the road facing the property is 32 feet",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
vaishali 5,1206.0,14500000.0,INR,,0,0,"This 112 meter plot is beautifully located in Sector 5 Vaishali, Ghaziabad and is reasonably priced at Rs 1.45 Cr. The plot consists of Municipal water water supply and is enclosed with a Brick Wall boundary wall. Its main entrance facing is towards North and it has 1 open side(s) and the width of the road facing the property is 32 feet",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
vaishali 5,1572.0,17000000.0,INR,,0,0,"This146 meter plot is beautifully located in Sector 5 Vaishali, Ghaziabad and is reasonably priced at Rs 1.7 Cr. The plot consists of Municipal water water supply and is enclosed with a Brick Wall boundary wall. Its main entrance facing is towards North and it has 1 open side(s) and the width of the road facing the property is 32 feet",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 4,1378.0,16000000.0,INR,,0,0,"A plot property is available for sale in Vaishali Sector 4, Ghaziabad. It has an area of 1377 sqft and is priced at Rs. 1.60 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 2A,2691.0,32500000.0,INR,,0,0,"This plot is available for sale and is located in the heart of Vaishali Sector 2A. It has a salable area of 2690 sqft and is available at a price of Rs. 12,077 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali,2443.0,20500000.0,INR,,0,0,"227 meter residential plot GDA approved available for sale in sector 6 vaishali ghaziabad.
metro station vaishali is situated on 1 KM distance kr manglam world school and arogya hospital also are in this surroundings.",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Govindpuram,1350.0,3750000.0,INR,1.0,0,0,,1,,0,122,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Govindpuram,1125.0,3125000.0,INR,1.0,0,0,,1,northeast,0,122,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Govindpuram,1350.0,3750000.0,INR,1.0,0,0,,1,northeast,0,122,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Lal Kuan,720.0,1200000.0,INR,,1,1,"A plot is available at a prime location in Property Vision Promotors And Developers Mansarovar Park. It has an area of 720 sqft and is priced at Rs. 12.00 lac (negotiable). It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details.",1,north,0,0,1,1,0,0,0,0,,,0,0,1.0,0,0,7.4,,123.0,,1.0,,1.0,1.0,,,,,1.0,
Chhapraula,900.0,1600000.0,INR,,1,1,Brij vihar is offering residential plot in Ghaziabad. Brij vihar is offering residential plot in Ghaziabad. connected to Delhi . Residential plot for sale in NH-91 Ghaziabad .,1,northwest,0,0,1,1,0,0,1,0,,,0,0,1.0,1,1,,,,,,,,,,,,,,
N T P C Dadri Road,900.0,1300000.0,INR,,1,1,Mahamaya Enclave is offering residential plot in Ghaziabad. Mahamaya Enclave is offering residential plot in Ghaziabad. connected to Delhi . Residential plot for sale in NH-91 Ghaziabad .,1,east,0,0,1,1,0,0,0,0,,,0,0,1.0,0,1,,,,,,,,,,,,,,
Indirapuram,1206.0,11800000.0,INR,,0,1,"A plot is available for sale in Indirapuram, Ghaziabad. It has an area of 1206 sqft. The property is available at a price of Rs. 1.18 cr (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,209424.0,39999999.0,INR,,1,1,"This is an agricultal land Raj Nagar Extention. 25 Feet Road are approved by GDA. Boundry Wall is done for the entire 6.5 Bhega. Distance from Main Highway only 20 Mtrs. 

Near By Landmark GD Goenka and DPS are about 500 Mtr. City Forest is 100 Mtrs.",1,north,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
duhai,540.0,720000.0,INR,,1,1,"A plot is available for sale in duhai, Ghaziabad. One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,west,0,0,0,1,0,0,0,1,,,1,0,,1,1,,,,,,,,,,,,,,
Niti Khand 1,2368.0,31000000.0,INR,,0,1,"A plot is available for sale in Niti Khand 1, Ghaziabad. It has an area of 2368 sqft and is priced at Rs. 3.10 cr (negotiable). Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Girdharpur village,720.0,1000000.0,INR,,1,1,DINKAR ENCLAVE is offering a residential plot in Ghaziabad. DINKAR ENCLAVE is offering residential plot in Ghaziabad. connected to Delhi . Residential plot for sale in NH-91 Ghaziabad .,1,west,0,0,1,1,0,0,1,0,,,0,0,1.0,1,1,,,,,,,,,,,,,,
Girdharpur village,450.0,625000.0,INR,,1,1,Plots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registry,1,east,0,0,1,1,0,0,1,0,,,0,0,1.0,1,1,,,,,,,,,,,,,,
N T P C Dadri Road,540.0,780000.0,INR,,1,1,Plots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registry,1,northwest,0,0,1,1,0,0,1,0,,,0,0,1.0,1,1,,,,,,,,,,,,,,
Chhapraula,540.0,780000.0,INR,,1,1,"Plots and sold as single unit and there will be a single registry

Plots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registryPlots and sold as single unit and there will be a single registry",1,east,0,0,1,1,0,0,1,0,,,0,0,1.0,1,1,,,,,,,,,,,,,,
Lal Kuan,900.0,1800000.0,INR,,1,1,"This plot is situated in Lal Kuan, Ghaziabad. It has a salable area of 900 sqft and is available at a price of Rs. 2,000 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,1,7.4,,,,1.0,,1.0,1.0,,1.0,,,1.0,
Niti Khand,2368.0,34000000.0,INR,1.0,0,1,"This plot is situated in Plot 499, Niti Khand, Ghaziabad. It has an area of 2368 sqft. The property is available at a price of Rs. 3.40 cr (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,,0,5,1,1,0,0,0,0,,,0,0,,0,0,9.3,,2022.0,,,,,,,,,,,
Lal Kuan,468.0,780000.0,INR,,1,1,"A plot property is available for sale in Property Vision Promotors And Developers Mansarovar Park, Lal Kuan, Ghaziabad. It has a salable area of 468 sqft and is available at a price of Rs. 1,666 per sqft. Its entry is south facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,south,0,0,1,1,0,0,0,0,,,0,0,,0,0,7.4,,123.0,,1.0,,1.0,,,,,,1.0,
Lal Kuan,495.0,770000.0,INR,,1,1,Mansarovar park is offering residential plot in Nh 24 Ghaziabad it is one of the best residential project and offering best plot in varying size and affordable price in your budget,1,west,0,0,0,1,0,0,0,0,,,0,0,,0,0,7.4,,123.0,,,,,,,,,,,
Ahinsa Khand,1800.0,4400000.0,INR,1.0,0,0,"A plot property is available for sale in Ahinsa Khand, Ghaziabad. It has an area of 1800 sqft. The property is available at a price of Rs. 44.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,,0,4,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Chhapraula,450.0,700000.0,INR,,1,1,"Brij Vihar is offering residential plot in Ghaziabad. It is one of best residential project

offering best plot in varying size and affordable price in your budget.",1,north,0,0,0,0,0,0,0,0,,,0,0,1.0,1,1,,,,,,,,,,,,,,
Lal Kuan,540.0,2063880.0,INR,0.0,1,0,"A plot is available at a prime location in ADV Realtors AR Residency. It has an area of 540 sqft and is priced at Rs. 20.64 lac . The amenities include 24 x 7 security, temple, gated community, landscape garden and tree planting, cctv and 24x7 water supply. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,900.0,3439800.0,INR,0.0,1,0,"This plot is situated in ADV Realtors AR Residency, Lal Kuan. It has an area of 900 sqft and is priced at Rs. 34.40 lac . It has cctv as well as landscape garden and tree planting. The project also has 24x7 water supply, 24 x 7 security, temple and gated community. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,720.0,2751840.0,INR,0.0,1,0,"A plot is available for sale in ADV Realtors AR Residency, Lal Kuan, Ghaziabad. It has a salable area of 720 sqft and is available at a price of Rs. 3,822 per sqft. The amenities include temple, 24x7 water supply, cctv, 24 x 7 security, gated community and landscape garden and tree planting. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,630.0,2407860.0,INR,0.0,1,0,"A plot property is available for sale in ADV Realtors AR Residency, Lal Kuan, Ghaziabad. It has an area of 630 sqft and is priced at Rs. 24.08 lac . The amenities include landscape garden and tree planting, 24 x 7 security, gated community, 24x7 water supply, cctv and temple. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Lal Kuan,810.0,3095820.0,INR,0.0,1,0,"This plot is situated in ADV Realtors AR Residency, Lal Kuan, Ghaziabad. It has an area of 810 sqft and is priced at Rs. 30.96 lac . It has temple as well as cctv. The project also has 24x7 water supply, gated community, 24 x 7 security and landscape garden and tree planting. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,1,0,7.4,,,,,,,,,,,,,
Chhapraula,720.0,1280000.0,INR,,1,1,RESIDENTIAL PLOT IN LAL KUAN IN GZB MANSAROVER PARK DEVELOP SOCIETY GZB.RESIDENTIAL PLOT IN LAL KUAN IN GZB MANSAROVER PARK DEVELOP SOCIETY GZB.RESIDENTIAL PLOT IN LAL KUAN IN GZB MANSAROVER PARK DEVELOP SOCIETY GZB.RESIDENTIAL PLOT IN LAL KUAN IN GZB MANSAROVER PARK DEVELOP SOCIETY GZB.RESIDENTIAL PLOT IN LAL KUAN IN GZB MANSAROVER PARK DEVELOP SOCIETY GZB.RESIDENTIAL PLOT IN LAL KUAN IN GZB MANSAROVER PARK DEVELOP SOCIETY GZB.RESIDENTIAL PLOT IN LAL KUAN IN GZB MANSAROVER PARK DEVELOP SOCIETY GZB.,1,west,0,0,1,1,0,0,1,0,,,0,0,1.0,1,1,,,,,,,,,,,,,,
Lal Kuan,450.0,750000.0,INR,,1,1,"This plot is situated in Property Vision Promotors And Developers Mansarovar Park, Lal Kuan. It has an area of 450 sqft and is priced at Rs. 7.50 lac (negotiable). It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,north,0,0,1,1,0,0,0,0,,,0,0,1.0,0,0,7.4,,123.0,,1.0,,1.0,1.0,,,,,1.0,
